Optimization Report : 06/16/09 at 15:45:48

Results for 'http://lenta.ru/':

Page load time: 1.649 seconds
Time to first byte: 1.134 seconds
Time to Base Page Downloaded: 1.143 seconds
Time to Start Render: 1.190 seconds
Time to Document Complete: 1.649 seconds
Time to Fully Loaded: 1.649 seconds
Bytes sent out: 2.141 KB
Bytes received: 574.478 KB
DNS Lookups: 14
Connections: 24
Requests: 137
   OK Requests:  128
    FAILED  (No max-age or expires) - http://img.lenta.ru/i/style.css
    FAILED  (No max-age or expires) - http://img.lenta.ru/i/ts.css
    FAILED  (No max-age or expires) - http://img.lenta.ru/i/ts.css?aa
    FAILED  (No max-age or expires) - http://img.lenta.ru/iauto/articles/2009/06/11/seatbelt/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/iauto/articles/2009/06/13/rallygreece/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/iauto/news/2009/06/16/andersson/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/iauto/news/2009/06/16/drunk/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/ireal/articles/2009/06/10/novosibirsk/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/ireal/articles/2009/06/11/pik/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/ireal/news/2009/06/16/latvia/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/ireal/news/2009/06/16/reki/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/14/bbc/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/15/blur/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/15/handsets/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/15/pomilki/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/15/swahili/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/15/wii/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/adygee/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/agree/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/arseni/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/artists/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/ban/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/beer/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/cheney/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/clicks/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/climate/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/codwaw/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/dollar/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/festival/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/fifth/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/fifth/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/fighter/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/government/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/half/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/joke/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/khimik/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/loans/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/losses/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/missiles/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/opera/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/raisa/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/rallies/picture--240.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/rallies/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/real/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/robocop/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/rubber/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/species/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/sukhoi/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/sun/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/timoshenko/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/timoshenko/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/toysrdrugs/picturesmall.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/news/2009/06/16/unite/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/photo/2009/06/12/opera/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/photo/2009/06/16/expo/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/story/bourget09/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/story/bourget09/picture--85.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/story/dovgy/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/story/hacker/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/story/iran2009/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/story/klitchag/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/story/milk/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/story/mir/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/story/moldavia/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/story/monocities/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/story/opposition/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/video/games/acreed2/picture--113.jpg
    FAILED  (No max-age or expires) - http://img.lenta.ru/video/kino/transformers2tv/picture--113.jpg
    FAILED  (No max-age or expires) - http://medportal.ru/common/10060994--150.jpg
    FAILED  (No max-age or expires) - http://medportal.ru/common/11060994--150.jpg
    FAILED  (No max-age or expires) - http://medportal.ru/common/16060953--150.jpg
    FAILED  (No max-age or expires) - http://medportal.ru/common/16060994--150.jpg
    FAILED  (No max-age or expires) - http://ts.lenta.ru/export/realty.js
    FAILED  (No max-age or expires) - http://ts.lenta.ru/img/0001825.jpg
    FAILED  (No max-age or expires) - http://ts.lenta.ru/img/0001826.jpg
    FAILED  (No max-age or expires) - http://ts.lenta.ru/img/0001827.jpg
  Cache score : 1

Use one CDN for all static assets:
    FAILED - http://images.rambler.ru/upl/lenta/2009/06/15/kia_dealers_728x90_lenta_ru.gif
    FAILED - http://img.lenta.ru/articles/2009/06/04/mu/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/09/arms/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/09/infamous/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/09/sherman/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/10/judge/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/11/dreamtheater/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/11/iab/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/11/nazi/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/11/shooting/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/12/art/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/12/kirkorov/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/12/posol/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/12/rada/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/12/satan/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/15/karl/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/15/kinotavr/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/15/playoffs/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/15/stress/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/16/channel/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/16/dtv/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/16/romance/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/16/second/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/16/tehran/picture--113.jpg
    FAILED - http://img.lenta.ru/conf/babich/pic.jpg
    FAILED - http://img.lenta.ru/conf/grib/picture--113.jpg
    FAILED - http://img.lenta.ru/conf/nvidia/picture--113.jpg
    FAILED - http://img.lenta.ru/conf/parfenov/picture--113.jpg
    FAILED - http://img.lenta.ru/conf/rybakova/picture--113.jpg
    FAILED - http://img.lenta.ru/conf/safarov/pic.jpg
    FAILED - http://img.lenta.ru/conf/tequilajazzz/picture--113.jpg
    FAILED - http://img.lenta.ru/conf/zhuravskiy/pic.jpg
    FAILED - http://img.lenta.ru/i/arrow.gif
    FAILED - http://img.lenta.ru/i/brealty/brbg.jpg
    FAILED - http://img.lenta.ru/i/brealty/brlogo.gif
    FAILED - http://img.lenta.ru/i/brealty/manul.gif
    FAILED - http://img.lenta.ru/i/conf_a.gif
    FAILED - http://img.lenta.ru/i/conf_q.gif
    FAILED - http://img.lenta.ru/i/ed.gif
    FAILED - http://img.lenta.ru/i/flag.gif
    FAILED - http://img.lenta.ru/i/logowrambler.gif
    FAILED - http://img.lenta.ru/i/p_conf.gif
    FAILED - http://img.lenta.ru/i/refresh.gif
    FAILED - http://img.lenta.ru/i/style.css
    FAILED - http://img.lenta.ru/i/ts.css
    FAILED - http://img.lenta.ru/i/ts.css?aa
    FAILED - http://img.lenta.ru/iauto/articles/2009/06/11/seatbelt/picture--113.jpg
    FAILED - http://img.lenta.ru/iauto/articles/2009/06/13/rallygreece/picture--113.jpg
    FAILED - http://img.lenta.ru/iauto/news/2009/06/16/andersson/picture--85.jpg
    FAILED - http://img.lenta.ru/iauto/news/2009/06/16/drunk/picturesmall.jpg
    FAILED - http://img.lenta.ru/ireal/articles/2009/06/10/novosibirsk/picture--113.jpg
    FAILED - http://img.lenta.ru/ireal/articles/2009/06/11/pik/picture--113.jpg
    FAILED - http://img.lenta.ru/ireal/news/2009/06/16/latvia/picturesmall.jpg
    FAILED - http://img.lenta.ru/ireal/news/2009/06/16/reki/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/14/bbc/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/15/blur/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/15/handsets/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/15/pomilki/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/15/swahili/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/15/wii/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/adygee/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/agree/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/arseni/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/artists/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/ban/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/beer/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/cheney/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/clicks/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/climate/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/codwaw/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/dollar/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/festival/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/fifth/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/fifth/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/fighter/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/government/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/half/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/joke/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/khimik/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/loans/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/losses/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/missiles/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/opera/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/raisa/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/rallies/picture--240.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/rallies/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/real/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/robocop/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/rubber/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/species/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/sukhoi/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/sun/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/timoshenko/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/timoshenko/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/toysrdrugs/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/unite/picture--85.jpg
    FAILED - http://img.lenta.ru/photo/2009/06/12/opera/picture--113.jpg
    FAILED - http://img.lenta.ru/photo/2009/06/16/expo/picture--113.jpg
    FAILED - http://img.lenta.ru/story/bourget09/picture--113.jpg
    FAILED - http://img.lenta.ru/story/bourget09/picture--85.jpg
    FAILED - http://img.lenta.ru/story/dovgy/picture--113.jpg
    FAILED - http://img.lenta.ru/story/hacker/picture--113.jpg
    FAILED - http://img.lenta.ru/story/iran2009/picture--113.jpg
    FAILED - http://img.lenta.ru/story/klitchag/picture--113.jpg
    FAILED - http://img.lenta.ru/story/milk/picture--113.jpg
    FAILED - http://img.lenta.ru/story/mir/picture--113.jpg
    FAILED - http://img.lenta.ru/story/moldavia/picture--113.jpg
    FAILED - http://img.lenta.ru/story/monocities/picture--113.jpg
    FAILED - http://img.lenta.ru/story/opposition/picture--113.jpg
    FAILED - http://img.lenta.ru/video/games/acreed2/picture--113.jpg
    FAILED - http://img.lenta.ru/video/kino/transformers2tv/picture--113.jpg
    FAILED - http://medportal.ru/common/10060994--150.jpg
    FAILED - http://medportal.ru/common/11060994--150.jpg
    FAILED - http://medportal.ru/common/16060953--150.jpg
    FAILED - http://medportal.ru/common/16060994--150.jpg
    FAILED - http://top100-images.rambler.ru/top100/w1.gif
    FAILED - http://ts.lenta.ru/export/realty.js
    FAILED - http://ts.lenta.ru/img/0001825.jpg
    FAILED - http://ts.lenta.ru/img/0001826.jpg
    FAILED - http://ts.lenta.ru/img/0001827.jpg
  CDN score (static objects) : 0
  CDN score (one CDN) : -1

Combine static CSS and JS files:
    FAILED - http://img.lenta.ru/i/style.css
    FAILED - http://img.lenta.ru/i/ts.css
  Combine score : 95

GZIP encode all appropriate text assets (text responses > 1400 bytes):
    FAILED (2.9 KB, compressed = 1.4 KB - savings of 1.4 KB) - http://ad2.rambler.ru/lenta.ban?pg=5374&ifr=1
  GZIP score : 97
    50.1 KB total in compressible text, target size = 48.7 KB - potential savings = 1.4 KB

Compress Images:
    FAILED  (17.2 KB, target = 2.9 KB - savings of 14.3 KB)- http://img.lenta.ru/conf/tequilajazzz/picture--113.jpg
    FAILED  (14.4 KB, target = 2.6 KB - savings of 11.8 KB)- http://img.lenta.ru/photo/2009/06/12/opera/picture--113.jpg
    FAILED  (10.3 KB, target = 1.8 KB - savings of 8.5 KB)- http://img.lenta.ru/conf/zhuravskiy/pic.jpg
    FAILED  (8.4 KB, target = 4.3 KB - savings of 4.0 KB)- http://img.lenta.ru/news/2009/06/16/cheney/picturesmall.jpg
    FAILED  (6.7 KB, target = 3.0 KB - savings of 3.6 KB)- http://img.lenta.ru/articles/2009/06/16/second/picture--113.jpg
    FAILED  (6.9 KB, target = 3.8 KB - savings of 3.1 KB)- http://img.lenta.ru/articles/2009/06/15/karl/picture--113.jpg
    FAILED  (7.1 KB, target = 4.0 KB - savings of 3.1 KB)- http://img.lenta.ru/articles/2009/06/16/tehran/picture--113.jpg
    FAILED  (6.5 KB, target = 3.5 KB - savings of 3.1 KB)- http://img.lenta.ru/articles/2009/06/16/romance/picture--113.jpg
    FAILED  (7.7 KB, target = 4.6 KB - savings of 3.0 KB)- http://img.lenta.ru/articles/2009/06/04/mu/picture--113.jpg
    FAILED  (6.7 KB, target = 3.8 KB - savings of 3.0 KB)- http://img.lenta.ru/ireal/articles/2009/06/11/pik/picture--113.jpg
    WARNING (8.9 KB, target = 6.1 KB - savings of 2.8 KB)- http://img.lenta.ru/news/2009/06/16/rallies/picturesmall.jpg
    FAILED  (6.4 KB, target = 3.6 KB - savings of 2.8 KB)- http://img.lenta.ru/articles/2009/06/11/shooting/picture--113.jpg
    FAILED  (6.7 KB, target = 4.0 KB - savings of 2.7 KB)- http://img.lenta.ru/story/milk/picture--113.jpg
    FAILED  (5.2 KB, target = 2.8 KB - savings of 2.4 KB)- http://img.lenta.ru/news/2009/06/15/blur/picture--85.jpg
    WARNING (15.2 KB, target = 12.9 KB - savings of 2.4 KB)- http://img.lenta.ru/news/2009/06/16/rallies/picture--240.jpg
    FAILED  (5.5 KB, target = 3.2 KB - savings of 2.4 KB)- http://img.lenta.ru/conf/grib/picture--113.jpg
    WARNING (7.5 KB, target = 5.2 KB - savings of 2.3 KB)- http://img.lenta.ru/articles/2009/06/15/kinotavr/picture--113.jpg
    WARNING (5.8 KB, target = 4.1 KB - savings of 1.7 KB)- http://img.lenta.ru/iauto/articles/2009/06/11/seatbelt/picture--113.jpg
    WARNING (7.4 KB, target = 6.1 KB - savings of 1.3 KB)- http://img.lenta.ru/news/2009/06/16/half/picturesmall.jpg
    FAILED  (3.0 KB, target = 1.8 KB - savings of 1.2 KB)- http://img.lenta.ru/conf/safarov/pic.jpg
    WARNING (5.4 KB, target = 4.3 KB - savings of 1.1 KB)- http://img.lenta.ru/iauto/articles/2009/06/13/rallygreece/picture--113.jpg
    WARNING (4.7 KB, target = 3.6 KB - savings of 1.1 KB)- http://img.lenta.ru/news/2009/06/16/rubber/picturesmall.jpg
    WARNING (6.8 KB, target = 5.8 KB - savings of 1.0 KB)- http://img.lenta.ru/news/2009/06/16/robocop/picturesmall.jpg
    WARNING (7.6 KB, target = 6.6 KB - savings of 1.0 KB)- http://img.lenta.ru/iauto/news/2009/06/16/drunk/picturesmall.jpg
    WARNING (4.5 KB, target = 3.5 KB - savings of 1.0 KB)- http://img.lenta.ru/story/hacker/picture--113.jpg
    WARNING (3.5 KB, target = 2.7 KB - savings of 0.8 KB)- http://img.lenta.ru/articles/2009/06/11/nazi/picture--113.jpg
    WARNING (6.1 KB, target = 5.3 KB - savings of 0.8 KB)- http://img.lenta.ru/news/2009/06/16/real/picturesmall.jpg
    WARNING (5.1 KB, target = 4.3 KB - savings of 0.8 KB)- http://img.lenta.ru/video/kino/transformers2tv/picture--113.jpg
    WARNING (4.1 KB, target = 3.4 KB - savings of 0.7 KB)- http://img.lenta.ru/conf/parfenov/picture--113.jpg
    WARNING (5.1 KB, target = 4.3 KB - savings of 0.7 KB)- http://img.lenta.ru/news/2009/06/16/fifth/picturesmall.jpg
    WARNING (4.1 KB, target = 3.4 KB - savings of 0.7 KB)- http://img.lenta.ru/articles/2009/06/12/rada/picture--113.jpg
    WARNING (4.6 KB, target = 3.9 KB - savings of 0.7 KB)- http://img.lenta.ru/articles/2009/06/09/arms/picture--113.jpg
    WARNING (4.8 KB, target = 4.2 KB - savings of 0.6 KB)- http://img.lenta.ru/news/2009/06/16/arseni/picturesmall.jpg
    WARNING (2.7 KB, target = 2.2 KB - savings of 0.5 KB)- http://img.lenta.ru/news/2009/06/16/climate/picture--85.jpg
    WARNING (3.2 KB, target = 2.7 KB - savings of 0.5 KB)- http://img.lenta.ru/news/2009/06/15/pomilki/picture--85.jpg
    WARNING (3.2 KB, target = 2.7 KB - savings of 0.5 KB)- http://img.lenta.ru/iauto/news/2009/06/16/andersson/picture--85.jpg
    WARNING (2.8 KB, target = 2.3 KB - savings of 0.5 KB)- http://img.lenta.ru/news/2009/06/16/unite/picture--85.jpg
    WARNING (3.9 KB, target = 3.4 KB - savings of 0.5 KB)- http://img.lenta.ru/conf/rybakova/picture--113.jpg
    WARNING (3.7 KB, target = 3.3 KB - savings of 0.4 KB)- http://img.lenta.ru/articles/2009/06/12/kirkorov/picture--113.jpg
    WARNING (3.6 KB, target = 3.2 KB - savings of 0.4 KB)- http://img.lenta.ru/articles/2009/06/11/dreamtheater/picture--113.jpg
    WARNING (3.4 KB, target = 3.0 KB - savings of 0.4 KB)- http://img.lenta.ru/articles/2009/06/12/satan/picture--113.jpg
    WARNING (3.3 KB, target = 3.0 KB - savings of 0.4 KB)- http://img.lenta.ru/news/2009/06/16/fifth/picture--113.jpg
    WARNING (3.7 KB, target = 3.3 KB - savings of 0.3 KB)- http://img.lenta.ru/articles/2009/06/09/infamous/picture--113.jpg
  Image Compression score : 80
    492.1 KB total in images, target size = 396.3 KB - potential savings = 95.8 KB

Use persistent connections (keep alive):
    FAILED - http://ad2.rambler.ru/lenta.ban?pg=4883&ifr=1
    FAILED - http://ad2.rambler.ru/lenta.ban?pg=5309&ifr=1
    FAILED - http://ad2.rambler.ru/lenta.ban?pg=5374&ifr=1
    FAILED - http://www.tns-counter.ru/V13b****lenta_ru/ru/CP1251/tmsec=lenta_total/
  Keep-Alive score : 96

Proper cookie usage:
    FAILED (Static object with 1 cookies - 29 bytes) - http://images.rambler.ru/upl/lenta/2009/06/15/kia_dealers_728x90_lenta_ru.gif
      cookie:ruid=yQAAAPGFN0pG7AAAAakCAA==
    FAILED (Static object with 1 cookies - 29 bytes) - http://top100-images.rambler.ru/top100/w1.gif
      cookie:ruid=yQAAAPGFN0pG7AAAAakCAA==
